DT,High,Low,Rain
1992-11-25,26.84,17.18,0
1992-11-26,26.67,17.81,0.07
1992-11-27,27.38,17.26,0
1992-11-28,27.07,18.04,0.01
1992-11-29,24.2,16.82,0.02
1992-11-30,25.51,16.44,0
1992-12-01,26.12,16.56,0
1992-12-02,26.17,15.98,0
1992-12-03,25.19,16.58,1.17
1992-12-04,24.37,18.2,1.21
1992-12-05,23.37,18.03,0.91
1992-12-06,25.12,14.45,0.02
1992-12-07,25.58,14.25,0
1992-12-08,24.16,13.78,0
1992-12-09,23.83,14.04,0
1992-12-10,23.78,13.56,0
1992-12-11,24.45,13.72,0
1992-12-12,25.07,13.88,0
1992-12-13,25.45,15.7,0
1992-12-14,25.92,15.96,0
1992-12-15,26.57,14.47,0
1992-12-16,25.1,15.18,0
1992-12-17,26.01,15.46,0.03
1992-12-18,25.89,15.43,0.06
1992-12-19,24.15,17.92,0.81
1992-12-20,24.51,13.5,0.06999999999999999
1992-12-21,25.23,13.79,0
1992-12-22,24.97,12.5,0
1992-12-23,25,12.03,0
1992-12-24,24.98,12.43,0
1992-12-25,24.83,12.3,0
1992-12-26,24.84,12.02,0
1992-12-27,25.33,11.92,0
1992-12-28,25.01,11.5,0
1992-12-29,26.29,12.46,0
1992-12-30,24.68,13.02,0
1992-12-31,25.81,12.9,0
1993-01-01,24.73,13.35,0
1993-01-02,26.09,12.45,0
1993-01-03,26.91,12.57,0
1993-01-04,25.68,12.53,0
1993-01-05,27.32,12.91,0
1993-01-06,27.83,13.66,0
1993-01-07,26.27,12.17,0
1993-01-08,28.3,11.97,0
1993-01-09,28.15,12.64,0
1993-01-10,28.24,14.93,0
1993-01-11,27.73,15.19,0
1993-01-12,28.81,15.03,0
1993-01-13,29.29,15.52,0
1993-01-14,28.87,15.73,0
1993-01-15,27.11,15.19,0
1993-01-16,27.38,14.94,0
1993-01-17,27.33,14.02,0
1993-01-18,27.58,13.67,0
1993-01-19,27.79,13.76,0
1993-01-20,28.46,14.68,0
1993-01-21,27.64,16.26,0
1993-01-22,26.33,14.15,0
1993-01-23,28.16,14.24,0
1993-01-24,27.5,15.06,0
1993-01-25,27.91,15.12,0
1993-01-26,28.42,13.69,0
1993-01-27,30.07,13.93,0
1993-01-28,29.85,15.44,0
1993-01-29,29.96,15.32,0
1993-01-30,28.48,14.86,0.01
1993-01-31,27.78,14.33,0
1993-02-01,28.1,14.19,0
1993-02-02,26.73,14.31,0
1993-02-03,26.19,14.44,0
1993-02-04,25.71,13.66,0
1993-02-05,26.65,13.74,0
1993-02-06,27.5,14.44,0
1993-02-07,27.84,13.62,0
1993-02-08,29.48,13.53,0
1993-02-09,30,15.27,0
1993-02-10,28.79,15.23,0
1993-02-11,28.3,15.42,0
1993-02-12,26.69,16.98,0.01
1993-02-13,29.03,16.75,0
1993-02-14,30.26,16.67,0
1993-02-15,32.11,17.74,0
1993-02-16,31.73,19.67,0
1993-02-17,32.23,20.19,0
1993-02-18,32.89,19.25,0
1993-02-19,32.78,18.83,0
1993-02-20,31.61,18.29,0
1993-02-21,30.94,18,0.02
1993-02-22,29.86,18.96,0.49000000000000005
1993-02-23,29.14,18.93,0.34
1993-02-24,30.19,17.03,0
1993-02-25,30.11,17.38,0
1993-02-26,29.59,17.95,0
1993-02-27,30.24,18.57,0
1993-02-28,28.84,18.69,1.59
1993-03-01,27.86,19.34,1.28
1993-03-02,27.95,19.32,2.3
1993-03-03,29.48,17.63,0.15
1993-03-04,30.24,17.5,0
1993-03-05,32.25,17.08,0
1993-03-06,32.17,18.08,0
1993-03-07,31.41,18.41,0
1993-03-08,31.81,18.17,0
1993-03-09,31.23,18.13,0
1993-03-10,30.89,17.89,0
1993-03-11,31.42,17.64,0
1993-03-12,30.82,20.06,0
1993-03-13,31.47,19.74,0.18
1993-03-14,32.18,20.31,0.08
1993-03-15,32.44,22.35,0.13999999999999999
1993-03-16,31.56,22.75,0.09999999999999999
1993-03-17,33.83,21.87,0
1993-03-18,34.46,21.33,0
1993-03-19,33.47,20.85,0
1993-03-20,33.23,21.61,0
1993-03-21,32.78,21.2,0
1993-03-22,32.84,21.27,0
1993-03-23,31.88,22.25,0.29
1993-03-24,31.74,21.16,1.32
1993-03-25,32.82,20.86,0
1993-03-26,31.11,21.34,0.89
1993-03-27,31.52,21.54,0
1993-03-28,33.55,21.28,0
1993-03-29,33.11,21.5,0
1993-03-30,33.51,20.77,0
1993-03-31,31.99,20.64,0
1993-04-01,30.52,20.89,0.16
1993-04-02,31.77,21.35,0.59
1993-04-03,33.08,20.12,0
1993-04-04,33.37,19.11,0
1993-04-05,33.25,20.41,0
1993-04-06,33.47,20.66,0
1993-04-07,33.2,21.53,0
1993-04-08,34.21,21.74,0.01
1993-04-09,33.69,22.46,0.7
1993-04-10,33.2,21.95,0.36
1993-04-11,31.67,20.52,15.42
1993-04-12,32.6,20.82,0
1993-04-13,32.71,20.65,0
1993-04-14,30.67,21.36,4.47
1993-04-15,30.87,21.23,2.7
1993-04-16,32.44,21.48,0.05
1993-04-17,32.51,21.52,0.04
1993-04-18,32.98,21.76,0.02
1993-04-19,34.35,23.17,0.11
1993-04-20,33.86,23.24,0.04
1993-04-21,35.01,23.06,0
1993-04-22,37.23,22.35,0
1993-04-23,35.79,22.09,0
1993-04-24,35.64,23.08,0.02
1993-04-25,34.66,23.18,0.11
1993-04-26,35,22.68,0
1993-04-27,35.89,23.09,0
1993-04-28,34.95,23.21,0.06
1993-04-29,35.08,23.67,0.17
1993-04-30,34.56,23.15,2.45
1993-05-01,35.36,23.02,0.57
1993-05-02,36.59,23.98,0
1993-05-03,35.67,23.51,0
1993-05-04,34.13,23.01,0.8200000000000001
1993-05-05,36.35,23.01,0
1993-05-06,36.31,23.11,0.05
1993-05-07,36.94,23.05,0
1993-05-08,34.99,22.63,0.56
1993-05-09,33.92,22.2,14.23
1993-05-10,33.49,22.84,2.15
1993-05-11,33.27,22.72,4.54
1993-05-12,32.78,22.87,0.5599999999999999
1993-05-13,33.5,23.12,6.6499999999999995
1993-05-14,31.54,21.27,4.74
1993-05-15,31.3,19.82,14.34
1993-05-16,31.91,19.88,9.07
1993-05-17,30.74,20.2,3.24
1993-05-18,29.72,20.91,12.05
1993-05-19,29.69,20.7,19.060000000000002
1993-05-20,28.64,20.24,13.01
1993-05-21,30.75,20.57,1.74
1993-05-22,30.03,21.27,0.15
1993-05-23,31.19,21.38,0.2
1993-05-24,31.12,21.71,7.64
1993-05-25,30.98,21.1,20.85
1993-05-26,30.08,21.22,18.259999999999998
1993-05-27,25.29,21.83,21.939999999999998
1993-05-28,27.69,20.91,10.37
1993-05-29,29.55,20.85,0.060000000000000005
1993-05-30,30.98,20.12,0
1993-05-31,30.26,20.25,0
1993-06-01,30.91,21.81,0.5
1993-06-02,30.52,22.23,9.08
1993-06-03,28.38,20.34,16.29
1993-06-04,28.13,20.43,27.59
1993-06-05,26.45,20.22,27.66
1993-06-06,27.9,20.57,10.549999999999999
1993-06-07,28.36,20.48,4.81
1993-06-08,27.32,21.12,2.1
1993-06-09,27.23,20.57,0.52
1993-06-10,28.01,20.52,0.29
1993-06-11,27.94,20.82,0.6
1993-06-12,27.55,21.65,0.6
1993-06-13,27.35,21.11,2.9899999999999998
1993-06-14,24.63,19.58,6.1
1993-06-15,25.33,19.83,4.16
1993-06-16,28.27,20.79,0.55
1993-06-17,28.07,21.17,0.74
1993-06-18,26.87,21.46,0.74
1993-06-19,28.05,21.34,0.19
1993-06-20,28.87,20.43,0.6799999999999999
1993-06-21,29.04,20.63,0.55
1993-06-22,28.6,20.15,0.26
1993-06-23,28.55,19.86,0.2
1993-06-24,28.62,20.1,0.04
1993-06-25,27.57,20.79,0.03
1993-06-26,29.21,20.99,0.08
1993-06-27,29.5,21.27,0.5700000000000001
1993-06-28,29.57,21.26,0.52
1993-06-29,29.31,20.9,4.46
1993-06-30,27.92,20.99,3.02
1993-07-01,29.25,21.04,0.39
1993-07-02,30.05,21.1,3.04
1993-07-03,24.71,20.63,0.67
1993-07-04,24.93,20.14,3.99
1993-07-05,26.68,19.82,0.34
1993-07-06,28.6,19.66,1.6300000000000001
1993-07-07,26.14,19.66,6.7700000000000005
1993-07-08,26.48,20.08,0.26
1993-07-09,27.96,20.68,0.87
1993-07-10,26.55,20.33,1.17
1993-07-11,26.37,20.51,1.55
1993-07-12,26.1,20.9,2.68
1993-07-13,26.9,21.82,0.43
1993-07-14,26.91,21.99,1.15
1993-07-15,26.5,21.07,1.26
1993-07-16,25.71,20.65,2.48
1993-07-17,28.97,20.19,2.25
1993-07-18,28.85,20.4,3.1500000000000004
1993-07-19,27.91,20.03,3.3
1993-07-20,28.7,19.84,7.02
1993-07-21,27.44,19.81,4.27
1993-07-22,27.26,19.45,3.73
1993-07-23,27.04,19.63,4.59
1993-07-24,26.36,19.51,3.79
1993-07-25,23.66,19.63,18.34
1993-07-26,24.51,20.5,9.56
1993-07-27,23.77,20,4.82
1993-07-28,26.17,20.13,1.64
1993-07-29,26.8,20.75,1.4100000000000001
1993-07-30,27.21,21.22,1.45
1993-07-31,26.3,21.28,1.48
1993-08-01,27.23,21.11,1.6
1993-08-02,26.05,21.05,0.9500000000000001
1993-08-03,26.65,21.11,1.72
1993-08-04,26.31,20.45,0.42
1993-08-05,26.83,19.7,0.64
1993-08-06,27.81,19.52,0.46
1993-08-07,29.34,20.2,1.9500000000000002
1993-08-08,28.03,19.92,0.81
1993-08-09,26.67,19.87,0.29
1993-08-10,26.34,19.88,0.37
1993-08-11,23.98,19.8,5.09
1993-08-12,26.67,20.34,1.34
1993-08-13,25.96,20.47,2.26
1993-08-14,24.67,19.22,7.91
1993-08-15,24.73,19.7,5.05
1993-08-16,26.61,20.07,0.36
1993-08-17,27.01,20.14,1.82
1993-08-18,26.45,20.27,0.27
1993-08-19,27.64,20.12,0.9600000000000001
1993-08-20,27.71,19.92,0.49
1993-08-21,27.87,19.73,0.1
1993-08-22,28.25,19.28,2.34
1993-08-23,27.05,19.26,0.31
1993-08-24,27.18,20.25,0.36
1993-08-25,25.67,19.43,0.5900000000000001
1993-08-26,25.92,19.47,5.67
1993-08-27,26.59,19.89,5.08
1993-08-28,25.66,19.79,8.32
1993-08-29,28.25,19.78,14.01
1993-08-30,27.73,19.85,5.67
1993-08-31,26.18,19.46,11.41
1993-09-01,25.57,18.97,17.18
1993-09-02,25,19.18,2.36
1993-09-03,26.57,19.49,6.88
1993-09-04,25.54,19.23,16.79
1993-09-05,22.84,19.19,4.47
1993-09-06,25.36,19.15,4.57
1993-09-07,25.6,19.26,0.84
1993-09-08,26.17,18.67,0.43
1993-09-09,27.17,18.83,1.98
1993-09-10,27.92,18.65,0.12
1993-09-11,28.54,19.29,1.42
1993-09-12,28.12,19.11,0.28
1993-09-13,27,19.18,6.83
1993-09-14,27.45,19.82,0.7000000000000001
1993-09-15,27.87,19.53,0.04
1993-09-16,28.08,19.59,0.01
1993-09-17,27.89,19.94,0.72
1993-09-18,28.7,19.17,0.09
1993-09-19,28.06,19.37,1.48
1993-09-20,26.77,19.94,1.4
1993-09-21,28.16,19.57,3.17
1993-09-22,26.96,19.4,0.01
1993-09-23,26.91,19.8,1.94
1993-09-24,26.38,18.47,0.39
1993-09-25,26.89,18.26,0.21
1993-09-26,28.22,18.25,0.32
1993-09-27,29.25,19.45,0.03
1993-09-28,30.2,19.22,0.11
1993-09-29,29.66,19.54,23.13
1993-09-30,28.84,19.47,11.719999999999999
1993-10-01,28.85,20.67,13.82
1993-10-02,27,19.96,6.58
1993-10-03,27.16,19.86,14.15
1993-10-04,24.2,19.61,16.74
1993-10-05,27.27,19.63,4.53
1993-10-06,27.62,19.83,2.81
1993-10-07,27.21,20.2,11.25
1993-10-08,25.05,19.42,12.36
1993-10-09,26.22,19.53,1.75
1993-10-10,23.74,19.65,6.39
1993-10-11,27.16,19.97,9.87
1993-10-12,26.09,19.5,24.330000000000002
1993-10-13,26.12,19.39,10.39
1993-10-14,26.05,19.69,13.37
1993-10-15,26.46,19.81,7.6
1993-10-16,26.36,20.01,15.29
1993-10-17,25.97,20,2.91
1993-10-18,26.68,19.41,1.9300000000000002
1993-10-19,26.79,19.58,1
1993-10-20,26.82,19.89,1.46
1993-10-21,26.34,19.93,1.36
1993-10-22,25.39,19.49,19.09
1993-10-23,26.99,19.35,1.5
1993-10-24,28.23,19.78,0
1993-10-25,28.01,18.75,0.02
1993-10-26,28.13,17.4,0
1993-10-27,28.91,18.02,0
1993-10-28,27.84,18.11,0
1993-10-29,28.64,18.14,0
1993-10-30,27.24,17.49,0.75
1993-10-31,25.71,19.92,5.91
1993-11-01,27.25,20.08,2.85
1993-11-02,25.81,19.91,3.77
1993-11-03,25.56,19.67,1.03
1993-11-04,27.02,20.01,0.62
1993-11-05,26.71,19.45,0.46
1993-11-06,25.99,19.09,0.8
1993-11-07,24.66,19.46,0.66
1993-11-08,24.3,18.92,7.5600000000000005
1993-11-09,21.76,19.19,7.38
1993-11-10,22.26,19.23,3.8400000000000003
1993-11-11,24.26,19.33,1.17
1993-11-12,24.53,19.89,1.73
1993-11-13,26.05,19.24,1.4000000000000001
1993-11-14,26.43,18.72,0.22
1993-11-15,26.74,18.23,0
1993-11-16,27.64,18.9,0.23
1993-11-17,27.86,19.34,1.6500000000000001
1993-11-18,27.41,17.48,0.29
1993-11-19,25.18,16.43,0
1993-11-20,25.96,16.04,0
1993-11-21,26.26,15.64,0
1993-11-22,26.09,15.65,0
1993-11-23,26.4,16.92,0.01
1993-11-24,25.63,18.22,1.18
1993-11-25,24.87,18.18,1.06
1993-11-26,25.75,15.57,0
1993-11-27,26.27,14.63,0
1993-11-28,25.56,14.1,0
1993-11-29,24.96,14.13,0
1993-11-30,25.49,15.47,0.91
1993-12-01,25.43,17.45,14.65
1993-12-02,25.92,15.71,0.06
1993-12-03,24.46,15.92,0.57
1993-12-04,18.21,16.4,48.980000000000004
1993-12-05,24.72,17.64,2.4
1993-12-06,24.54,19.54,2.82
1993-12-07,23.54,16.36,1.29
1993-12-08,24.59,15.07,0
1993-12-09,26.08,15.45,0
1993-12-10,26.32,15.75,0.01
1993-12-11,25.68,15.97,0
1993-12-12,26.39,16.22,0
1993-12-13,25.36,16.02,0
1993-12-14,25.56,17.39,0.04
1993-12-15,24.14,17.53,0.05
1993-12-16,24.61,17.87,0.08
1993-12-17,23.51,17.59,0.17
1993-12-18,25.2,14.46,0
1993-12-19,24.7,13.97,0
1993-12-20,25.16,15.69,0.11000000000000001
1993-12-21,23.14,18.49,1.24
1993-12-22,22.51,16.56,0.07
1993-12-23,23.58,14.83,0.01
1993-12-24,23.83,14.34,0
1993-12-25,26.15,13.87,0
1993-12-26,25.12,13.46,0
1993-12-27,25.18,13.54,0
1993-12-28,23.95,16.07,0.21000000000000002
1993-12-29,26.61,16.48,0.03
1993-12-30,26.55,16.27,0.06
1993-12-31,26.61,15.3,0
1994-01-01,26.24,15.45,0
1994-01-02,25.7,15.54,0
1994-01-03,25.96,16.92,0.01
1994-01-04,26.71,14.35,0
1994-01-05,26.81,13.86,0
1994-01-06,26.66,13.92,0
1994-01-07,25.85,16.25,0.07
1994-01-08,27.3,15.03,0
1994-01-09,26.47,14.75,0
1994-01-10,25.68,14.36,0
1994-01-11,25.07,14.35,0
1994-01-12,27.07,14.9,0
1994-01-13,28.95,17.43,0
1994-01-14,28.17,17.53,0.04
1994-01-15,29.05,17.79,0.03
1994-01-16,28.31,20.03,3.4699999999999998
1994-01-17,28.69,19.66,11.1
1994-01-18,26.55,19.66,1.45
1994-01-19,25.86,18.63,4.22
1994-01-20,26.07,17.3,0.16
1994-01-21,26.46,14.97,0
1994-01-22,26.62,14.13,0
1994-01-23,25.73,14.83,0.18000000000000002
1994-01-24,27.56,14.07,0
1994-01-25,28.15,13.94,0
1994-01-26,28.32,15.16,0
1994-01-27,28.31,14.7,0
1994-01-28,28.72,14.44,0
1994-01-29,28.65,13.78,0
1994-01-30,29.81,13.5,0
1994-01-31,29.37,16.18,0
1994-02-01,29.5,17.39,0
1994-02-02,28.85,16.68,0
1994-02-03,28.76,15.3,0
1994-02-04,28.9,15.05,0
1994-02-05,27.99,17.15,0.01
1994-02-06,29.52,17.08,0
1994-02-07,30.19,18.09,0.01
1994-02-08,27.89,19.87,1.58
1994-02-09,28.75,19.97,1.58
1994-02-10,28.68,19.6,1.97
1994-02-11,28.68,20.6,1.32
1994-02-12,27.54,20.16,13.08
1994-02-13,27.92,19.92,1.25
1994-02-14,28.88,19.65,0.08
1994-02-15,30.32,19.31,0.04
1994-02-16,29.63,18.29,0.03
1994-02-17,30.97,17.27,0
1994-02-18,30.77,17.35,0
1994-02-19,31.06,17.7,0
1994-02-20,30.79,17.77,0
1994-02-21,31.21,18.7,0
1994-02-22,29.96,19.46,0
1994-02-23,30.88,19.71,0
1994-02-24,29.43,17.48,0
1994-02-25,30.46,17.36,0
1994-02-26,30.27,17.5,0
1994-02-27,30.65,16.23,0
1994-02-28,31.12,16.14,0
1994-03-01,31.2,17.49,0
1994-03-02,31.04,17.12,0
1994-03-03,29.79,15.97,0
1994-03-04,30.1,15.64,0
1994-03-05,31.21,15.21,0
1994-03-06,32.58,15.79,0
1994-03-07,33.26,17.01,0
1994-03-08,33.13,18.31,0
1994-03-09,32.94,19.15,0
1994-03-10,32.46,18.73,0
1994-03-11,33.62,18.43,0
1994-03-12,33.74,19.8,0
1994-03-13,33.21,20.22,0
1994-03-14,33.91,20.32,0
1994-03-15,33.78,19.67,0
1994-03-16,34.06,18.99,0
1994-03-17,33.43,18.91,0
1994-03-18,34.8,19.12,0
1994-03-19,35.42,19.59,0
1994-03-20,34.51,21.33,0
1994-03-21,34.16,22.29,0.01
1994-03-22,34.92,21.57,0
1994-03-23,34.62,21.66,0
1994-03-24,32.85,21.71,2.37
1994-03-25,34.71,21.84,0.03
1994-03-26,32.87,21.76,0.06
1994-03-27,32.46,21.87,0.57
1994-03-28,35.03,21.42,0.02
1994-03-29,34,21.36,0
1994-03-30,31.47,21.93,0.07
1994-03-31,33.57,22.08,0.01
1994-04-01,31.17,21.87,7.9
1994-04-02,30.57,19.53,24.580000000000002
1994-04-03,29.24,20.11,6.44
1994-04-04,30.91,20.51,0
1994-04-05,31.04,20.41,0.01
1994-04-06,32.46,20.57,0
1994-04-07,31.34,21.11,0.07
1994-04-08,31.11,20.88,0.02
1994-04-09,31.36,21.14,0.16
1994-04-10,28.76,19.29,13.74
1994-04-11,27.3,19.16,12.47
1994-04-12,28.83,19.66,6.69
1994-04-13,30.9,20.27,0
1994-04-14,32.05,19.23,0
1994-04-15,31.44,19.07,0.05
1994-04-16,30.83,21.6,0.64
1994-04-17,31.6,21.54,1.99
1994-04-18,31.48,21.01,7.140000000000001
1994-04-19,31.64,21.4,0
1994-04-20,33.65,21.71,0
1994-04-21,33.39,22.2,0
1994-04-22,34.64,22.12,0
1994-04-23,34.86,22.26,0.03
1994-04-24,33.3,23.59,0.44
1994-04-25,34.93,22.97,0.48
1994-04-26,34.69,23.16,0.63
1994-04-27,33.14,22.91,0.2
1994-04-28,32.98,21.72,9.02
1994-04-29,32.16,21.65,2.77
1994-04-30,32.34,21.6,1.3599999999999999
1994-05-01,33.56,21.51,0
1994-05-02,34.02,22.18,0
1994-05-03,34.58,22.06,0.01
1994-05-04,34.46,22.76,0.21
1994-05-05,33.68,22.41,1.19
1994-05-06,33.34,22.05,5.2700000000000005
1994-05-07,33.32,22.05,1.7300000000000002
1994-05-08,33.05,21,5.92
1994-05-09,33.96,21.61,0.05
1994-05-10,34.8,21.49,0
1994-05-11,33.5,21.27,1.24
1994-05-12,34.4,22.53,3.16
1994-05-13,34.58,22.65,0.71
1994-05-14,33.09,21.78,13.32
1994-05-15,31.57,21.84,19.47
1994-05-16,29.48,22.75,5.430000000000001
1994-05-17,32.51,22.38,2.11
1994-05-18,32.96,21.73,0.51
1994-05-19,32.95,21.7,0.03
1994-05-20,33.42,20.42,1.85
1994-05-21,33.17,20.4,15.649999999999999
1994-05-22,31.24,21.45,5.9
1994-05-23,29.36,21.77,2.39
1994-05-24,32.36,21.44,5.06
1994-05-25,31.81,20.91,9.82
1994-05-26,29.75,21.17,25.51
1994-05-27,28.83,21.89,24.64
1994-05-28,27.99,21.11,8.45
1994-05-29,29.34,21.39,0.7
1994-05-30,30.4,20.92,2.44
1994-05-31,29.86,20.89,4.63
1994-06-01,29.03,21.35,2.03
1994-06-02,27.3,21.6,5.38
1994-06-03,27.74,21.8,2.83
1994-06-04,27.87,21.51,1.06
1994-06-05,26.46,20.77,2.21
1994-06-06,27.34,20.43,4.76
1994-06-07,26.95,20.71,7.7
1994-06-08,28.73,21.08,7.09
1994-06-09,29.05,20.51,4.74
1994-06-10,26.25,20.4,2.47
1994-06-11,27.54,20.75,4.4799999999999995
1994-06-12,23.6,19.92,18.79
1994-06-13,24.76,19.99,8.07
1994-06-14,26.45,20.52,4.23
1994-06-15,26.66,20.98,0.84
1994-06-16,27.39,21.05,0.66
1994-06-17,28.63,21.09,0.38
1994-06-18,28.67,20.95,0.01
1994-06-19,28.07,20.32,0.39
1994-06-20,28.38,20.14,0.03
1994-06-21,27.59,19.79,0.22999999999999998
1994-06-22,28.16,19.92,0
1994-06-23,28.68,20.33,0.3
1994-06-24,28.66,20.76,0.8099999999999999
1994-06-25,28.6,20.63,2.46
1994-06-26,26.95,20.63,2.48
1994-06-27,27.2,20.8,0.32
1994-06-28,27.52,20.82,0.89
1994-06-29,26.19,20.48,6.11
1994-06-30,26.44,20.1,4.47
1994-07-01,26.58,20.25,1.31
1994-07-02,23.99,19.81,7.24
1994-07-03,25.2,20.12,2.74
1994-07-04,28.13,20.09,0.55
1994-07-05,28.54,19.79,0.55
1994-07-06,27.38,19.28,6.6899999999999995
1994-07-07,24.86,19.05,6.3
1994-07-08,26.04,19.86,3.94
1994-07-09,26.72,20.32,0.03
1994-07-10,23.58,20.62,3.34
1994-07-11,22.87,19.77,5.26
1994-07-12,23.03,20.23,13.78
1994-07-13,24.37,20.18,2.27
1994-07-14,24.29,20.36,2.72
1994-07-15,24.95,20.11,2.33
1994-07-16,25.99,20.1,0.16
1994-07-17,26.56,20.06,0.8200000000000001
1994-07-18,26.17,20.27,0.22
1994-07-19,26.02,20.67,0.47000000000000003
1994-07-20,26.49,20.55,1.61
1994-07-21,26.4,20.2,0.51
1994-07-22,26.24,20.17,1.54
1994-07-23,26.07,20.06,4.88
1994-07-24,25.8,20.25,2.63
1994-07-25,26.33,20.19,0.42
1994-07-26,26.78,20.85,2.1
1994-07-27,25.11,20.45,8.59
1994-07-28,25.39,20.26,5.65
1994-07-29,25.92,19.93,2.6
1994-07-30,24.38,20.23,2.97
1994-07-31,25.09,20.33,0.78
1994-08-01,26,20.22,2.94
1994-08-02,26.41,20.73,1.28
1994-08-03,25.87,20.26,1.53
1994-08-04,27.31,20.35,1.07
1994-08-05,27.17,19.97,1.68
1994-08-06,27.64,19.37,0.63
1994-08-07,27.32,19.45,0.43
1994-08-08,29.16,19.56,0.01
1994-08-09,28.87,19.97,0.01
1994-08-10,27.39,18.96,0
1994-08-11,26.85,19.24,1.44
1994-08-12,27.26,19.75,2.1
1994-08-13,27.88,19.65,0.2
1994-08-14,29.04,20.22,0.13
1994-08-15,29.47,20.3,0.9800000000000001
1994-08-16,28.12,20.06,0.9400000000000001
1994-08-17,26,19.85,0.9500000000000001
1994-08-18,24.92,20.4,2.75
1994-08-19,26.94,20,0.88
1994-08-20,25.79,19.68,0.24
1994-08-21,27.94,19.21,12.97
1994-08-22,25.42,19.19,7.22
1994-08-23,25.83,19.21,3.47
1994-08-24,26.82,19.72,0.6
1994-08-25,25.94,19.87,3.79
1994-08-26,25.08,19.88,0.71
1994-08-27,25.39,18.77,0.16
1994-08-28,25.75,19.33,7.36
1994-08-29,24.56,19.31,0.73
1994-08-30,25.27,20.61,1.79
1994-08-31,27.12,20.75,1.3900000000000001
1994-09-01,27.32,20.77,0.71
1994-09-02,26.14,19.99,0.99
1994-09-03,26.33,19.34,0.54
1994-09-04,25.87,19.57,1.57
1994-09-05,26.99,19.69,2.2
1994-09-06,27.23,19.8,1.51
1994-09-07,28.5,19.67,0.31
1994-09-08,27.7,19.3,0.22
1994-09-09,28.5,19.25,0.62
1994-09-10,28.07,19.53,0.7100000000000001
1994-09-11,29.05,19.32,0.1
1994-09-12,29.37,19.78,0.38
1994-09-13,28.95,19.5,0.17
1994-09-14,28.3,18.7,0
1994-09-15,27.26,18.36,0.16
1994-09-16,27.6,17.97,0.03
1994-09-17,26.56,16.86,0.01
1994-09-18,28.31,16.91,0
1994-09-19,28.47,17.3,0
1994-09-20,28.78,17.45,0
1994-09-21,29.96,18.38,0.01
1994-09-22,28.93,19.49,0.41
1994-09-23,27.63,20.02,6.36
1994-09-24,26.58,19.83,6.28
1994-09-25,27.15,19.9,4.49
1994-09-26,28.62,19.88,7.79
1994-09-27,28.03,19.77,25.3
1994-09-28,28.21,19.89,4.77
1994-09-29,28.14,19.54,0.44
1994-09-30,28.07,20.1,1.5
1994-10-01,27.16,19.67,10
1994-10-02,26.15,19.79,25.27
1994-10-03,27.46,19.85,19.51
1994-10-04,24.09,19.57,7.6000000000000005
1994-10-05,23.35,19.04,1.9300000000000002
1994-10-06,27.33,18.82,0.05
1994-10-07,26.89,18.08,0.01
1994-10-08,28.67,19.39,0.16999999999999998
1994-10-09,27.95,20.38,3.85
1994-10-10,28.99,20.06,11.030000000000001
1994-10-11,28.04,18.94,12.1
1994-10-12,27.66,18.99,10.200000000000001
1994-10-13,28.53,19.56,11.129999999999999
1994-10-14,27.76,19.73,3.88
1994-10-15,26.78,19.39,5.68
1994-10-16,25.11,19.13,13.25
1994-10-17,25.48,17.45,0.61
1994-10-18,25.82,17.73,6.09
1994-10-19,25.18,19.1,4.29
1994-10-20,27.27,19.38,1.06
1994-10-21,27.88,20.28,0.3
1994-10-22,27.78,18.83,3.91
1994-10-23,26.41,19.46,1.1400000000000001
1994-10-24,27.61,19.72,11.42
1994-10-25,26.78,20.37,9.25
1994-10-26,27.37,19.73,6.04
1994-10-27,25.8,19.79,7.47
1994-10-28,25.83,19.28,6.81
1994-10-29,25.76,19.54,1.45
1994-10-30,26.64,19.24,0.06
1994-10-31,22.99,18.42,1.51
1994-11-01,23.23,17.69,0
1994-11-02,24.1,18,0.87
1994-11-03,24.42,19.38,9.39
1994-11-04,24.28,19.21,11.93
1994-11-05,21.44,17.47,36.38
1994-11-06,21.99,17.32,8.45
1994-11-07,25.82,17.78,0.02
1994-11-08,25.34,17.42,0.41000000000000003
1994-11-09,25.41,17.53,2.45
1994-11-10,23.64,18.1,0.5
1994-11-11,25.27,18.36,1.1500000000000001
1994-11-12,24.28,17.85,0.4
1994-11-13,26.35,18.52,0.23
1994-11-14,26.42,18.45,0.65
1994-11-15,26.51,18.47,0.01
1994-11-16,25.52,18.81,0.12
1994-11-17,26.19,18.46,0
1994-11-18,25.09,18.19,0.68
1994-11-19,26.26,17.45,0.29000000000000004
1994-11-20,25.5,17.1,0.15
1994-11-21,24.96,18.09,1.04
1994-11-22,25.88,17.72,0.6699999999999999
1994-11-23,25.5,16.37,0
1994-11-24,25.86,17.22,0.02
1994-11-25,25.59,15.51,0
1994-11-26,26.1,14.86,0
1994-11-27,26.22,13.52,0
1994-11-28,25.28,13.6,0
1994-11-29,27.35,14.51,0
1994-11-30,27.11,15.86,0
1994-12-01,27.64,15.31,0
1994-12-02,26.63,14.48,0
1994-12-03,25.54,14.51,0
1994-12-04,25.26,14.58,0
1994-12-05,25.64,14.53,0
1994-12-06,25.02,14.48,0
1994-12-07,23.79,13.37,0
1994-12-08,25.31,14.08,0
1994-12-09,26.1,12.63,0
1994-12-10,26.77,12.5,0
1994-12-11,27.07,11.75,0
