DT,High,Low,Rain
2007-01-06,27.97,15.54,0.02
2007-01-07,26.97,14.1,0
2007-01-08,27.08,14.1,0
2007-01-09,27.92,16.3,0
2007-01-10,27.13,16.08,0
2007-01-11,26.86,16.32,0
2007-01-12,27.96,15.74,0
2007-01-13,28.15,13.85,0
2007-01-14,28.97,13.62,0
2007-01-15,28.4,15.47,0
2007-01-16,29.27,16.71,0
2007-01-17,29.51,16.23,0
2007-01-18,28.56,14.4,0
2007-01-19,27.67,14.28,0
2007-01-20,28.4,15.51,0
2007-01-21,29.63,15.22,0
2007-01-22,30.28,14.92,0
2007-01-23,30.21,15.12,0
2007-01-24,28.76,16.25,0
2007-01-25,27.21,16.83,0
2007-01-26,29.38,17.14,0
2007-01-27,29.46,17.21,0
2007-01-28,27.64,18.65,0.07
2007-01-29,28.22,18.22,0
2007-01-30,28.94,16.6,0
2007-01-31,29.59,15.72,0
2007-02-01,30.13,15.72,0
2007-02-02,29.2,15.83,0
2007-02-03,28.64,15.76,0
2007-02-04,28.89,16.76,0
2007-02-05,29.83,17.05,0
2007-02-06,29.96,16.45,0
2007-02-07,29.93,16.45,0
2007-02-08,29.88,16.64,0
2007-02-09,28.87,16.65,0
2007-02-10,28.41,17.2,0
2007-02-11,28.78,17.36,0.02
2007-02-12,29.66,19.26,0
2007-02-13,29.69,18.37,0.08
2007-02-14,30.27,17.62,0
2007-02-15,30.81,17.96,0
2007-02-16,30.71,18.94,0
2007-02-17,30.19,20.44,0.38
2007-02-18,27.99,19.64,1.9200000000000002
2007-02-19,27.54,18.06,0.42000000000000004
2007-02-20,28.88,16.74,0
2007-02-21,27.81,16.27,0
2007-02-22,29,14.55,0
2007-02-23,28.36,13.81,0
2007-02-24,29.57,13.86,0
2007-02-25,31.49,17.64,0
2007-02-26,32.3,18.83,0
2007-02-27,31.97,19.38,0
2007-02-28,31.41,18.94,0
2007-03-01,31.39,18.63,0
2007-03-02,31.32,21.1,0
2007-03-03,30.72,20.82,0.13
2007-03-04,30.83,20.14,0
2007-03-05,31.71,19.57,0
2007-03-06,32.9,19.45,0
2007-03-07,31.79,19.91,0
2007-03-08,31.62,19.69,0
2007-03-09,31.99,20.4,0
2007-03-10,31.64,19.7,0
2007-03-11,32.23,19,0
2007-03-12,31.25,18.75,0
2007-03-13,32.08,18.39,0
2007-03-14,32.17,19.87,0
2007-03-15,32.94,19.39,0
2007-03-16,32.62,19.84,0
2007-03-17,33.12,19.93,0
2007-03-18,33.58,19.58,0
2007-03-19,33.44,20.38,0
2007-03-20,34.07,20.3,0
2007-03-21,33.43,21.05,0
2007-03-22,33.64,21.52,0
2007-03-23,34.04,20.95,0
2007-03-24,34.74,21.21,0
2007-03-25,34.87,23.75,0
2007-03-26,33.67,23.46,0
2007-03-27,34.32,21.77,0
2007-03-28,34.58,21.29,0
2007-03-29,34.15,20.98,0
2007-03-30,34.06,17.97,0
2007-03-31,33.27,17.78,0
2007-04-01,34.29,21.18,0
2007-04-02,34.87,21.38,0
2007-04-03,35.36,21.3,0
2007-04-04,35.26,21.45,0
2007-04-05,34.19,19.96,0
2007-04-06,34.72,20.15,0
2007-04-07,34.26,20.31,0
2007-04-08,33.83,20.23,0
2007-04-09,33.59,21.66,0
2007-04-10,34.69,21.69,0
2007-04-11,34.68,22.58,0.02
2007-04-12,33.35,21.26,1.39
2007-04-13,33.2,21.15,0.71
2007-04-14,32.95,20.79,0.86
2007-04-15,32.9,21,0.32
2007-04-16,32.42,21.6,0
2007-04-17,32.98,20.98,5.34
2007-04-18,32.01,21.14,6.2700000000000005
2007-04-19,31.22,20.27,7.51
2007-04-20,31.09,20.46,14.91
2007-04-21,30.23,20.44,9.06
2007-04-22,30.41,20.66,7.57
2007-04-23,31.21,20.69,0.4
2007-04-24,32.19,21.83,0.34
2007-04-25,32.36,22.32,0
2007-04-26,32.8,21.66,0
2007-04-27,32.27,21.7,0
2007-04-28,32.78,22.31,0
2007-04-29,32.12,22.81,0.14
2007-04-30,33.28,22.98,0
2007-05-01,33.81,22.63,0.24
2007-05-02,32.91,22.32,8.9
2007-05-03,29.29,19.9,11.74
2007-05-04,30.63,20.27,3.68
2007-05-05,31.69,20.9,7.86
2007-05-06,31.96,21.06,22.39
2007-05-07,29.14,21.52,0.34
2007-05-08,30.86,21.89,1.86
2007-05-09,31.95,21.64,0.63
2007-05-10,31.81,21.35,0
2007-05-11,32.22,21.33,0.36
2007-05-12,30.91,22.1,0.41000000000000003
2007-05-13,33.06,22.14,0.26
2007-05-14,33.23,21.87,0
2007-05-15,32.29,21.32,0
2007-05-16,33,21.23,0
2007-05-17,33.1,21.48,0
2007-05-18,33.25,22.13,1.2
2007-05-19,33.19,22.9,0.51
2007-05-20,32.82,22.99,1.84
2007-05-21,32.97,22.58,1.23
2007-05-22,32.91,22.61,0.62
2007-05-23,33.76,21.64,3.04
2007-05-24,30.95,21.49,5.56
2007-05-25,30.67,21.68,4.57
2007-05-26,30.61,21.22,5.22
2007-05-27,31.71,21.27,10.89
2007-05-28,28.99,20.87,12.79
2007-05-29,27.35,20.09,0.53
2007-05-30,28.92,20.16,3.23
2007-05-31,30.83,20.44,0.21
2007-06-01,31.2,20.95,0.09
2007-06-02,32.5,21.11,0.13999999999999999
2007-06-03,32.18,21.48,1.23
2007-06-04,32.14,22.1,1.31
2007-06-05,31.9,21.57,13.36
2007-06-06,30.5,21.32,10.82
2007-06-07,28.14,20.87,1.19
2007-06-08,30.67,20.81,13.3
2007-06-09,30.2,21,2.04
2007-06-10,30.73,21.59,4.32
2007-06-11,31.3,21.58,2.3
2007-06-12,30.93,21.67,4.8100000000000005
2007-06-13,30.1,21.23,1.87
2007-06-14,29.56,20.94,0.77
2007-06-15,30.29,20.69,1.06
2007-06-16,28.49,20.27,3.12
2007-06-17,29.44,20.42,8.57
2007-06-18,29.05,20.63,13.84
2007-06-19,27.49,20.52,10.02
2007-06-20,26.04,19.97,12.790000000000001
2007-06-21,25.19,19.94,15
2007-06-22,23.31,20.52,13.78
2007-06-23,23.92,20.5,15.64
2007-06-24,26.44,21,2.18
2007-06-25,26.15,20.06,4.7700000000000005
2007-06-26,27.4,20.39,3.64
2007-06-27,25.03,21.16,3.65
2007-06-28,28.1,21.44,3.62
2007-06-29,26.52,21.75,5.16
2007-06-30,26.74,21.47,2.11
2007-07-01,27.73,21.13,2.2
2007-07-02,27.76,22.04,2.28
2007-07-03,28.5,21.29,1.81
2007-07-04,27,21.37,1.35
2007-07-05,28.47,21.32,0.44
2007-07-06,27.36,21.65,1.77
2007-07-07,27.59,21.25,0.65
2007-07-08,27.92,20.75,0.25
2007-07-09,28.56,20.96,0.79
2007-07-10,27.58,21.63,1.6500000000000001
2007-07-11,29.21,21.11,3.36
2007-07-12,28.38,21.61,5.21
2007-07-13,26.94,21.29,4.13
2007-07-14,27.88,21.41,3.95
2007-07-15,27.25,21.39,1.75
2007-07-16,26.81,21.32,6.61
2007-07-17,26.19,21.31,2.09
2007-07-18,28.57,20.92,2.47
2007-07-19,29.02,20.38,6.42
2007-07-20,28.33,20.25,4.78
2007-07-21,26.28,19.81,0.84
2007-07-22,25.85,19.84,2.96
2007-07-23,28.16,20.21,10.83
2007-07-24,27.32,20.49,9.78
2007-07-25,27.87,19.8,5.41
2007-07-26,28.12,20.21,3.41
2007-07-27,27.6,20.23,8.33
2007-07-28,26.04,20.25,2.6
2007-07-29,25.79,20.04,15.28
2007-07-30,25.64,20.2,4.83
2007-07-31,24.7,19.76,11.86
2007-08-01,24.93,19.83,13.96
2007-08-02,24.56,19.79,13.53
2007-08-03,26.07,20.15,2.9299999999999997
2007-08-04,26.86,20.31,8.469999999999999
2007-08-05,24.31,20.53,33.93
2007-08-06,24.43,20.11,12.17
2007-08-07,24.58,20.31,2.18
2007-08-08,27.47,20.85,1.02
2007-08-09,27.38,21.03,1.68
2007-08-10,27.27,20.04,2.48
2007-08-11,27.21,20.12,0.67
2007-08-12,26.33,20.16,0.3
2007-08-13,27.51,19.46,0.67
2007-08-14,28.47,19.04,0
2007-08-15,28.16,18.83,0
2007-08-16,29.23,19.82,0.29
2007-08-17,27.88,20.4,0.59
2007-08-18,27.59,19.56,1.22
2007-08-19,28.81,19.03,0.1
2007-08-20,28.44,20.48,12.44
2007-08-21,26.76,19.85,19.21
2007-08-22,26.5,19.69,6.44
2007-08-23,27.96,19.84,5.09
2007-08-24,26.61,20.46,13.42
2007-08-25,27.1,20.11,10.45
2007-08-26,27.77,20.1,1.73
2007-08-27,25.95,20.28,0.6
2007-08-28,28.3,20.45,2.71
2007-08-29,25.9,20.27,6.3
2007-08-30,25.41,19.82,8.85
2007-08-31,25.85,19.71,4.49
2007-09-01,26.28,19.98,0.91
2007-09-02,26.01,19.33,5.43
2007-09-03,26.6,19.52,0.55
2007-09-04,28.11,20.84,1.6300000000000001
2007-09-05,26.12,20.55,3.2800000000000002
2007-09-06,25.74,20.51,0.6
2007-09-07,27.34,20.28,0.74
2007-09-08,29.11,20.55,1.66
2007-09-09,27.58,19.8,14.72
2007-09-10,29.17,19.79,1.77
2007-09-11,29.43,20.98,3.07
2007-09-12,30.09,20.81,8.540000000000001
2007-09-13,28.52,20.85,14.18
2007-09-14,26.35,20.07,5.38
2007-09-15,25.6,20.26,2.21
2007-09-16,25.76,20.19,1.17
2007-09-17,25.37,19.9,7.53
2007-09-18,23.1,19.88,7.52
2007-09-19,24.84,19.55,0.6900000000000001
2007-09-20,27.09,19.79,0.1
2007-09-21,27.31,20.19,0.01
2007-09-22,27.42,20.39,0.74
2007-09-23,27.79,20.39,0.5
2007-09-24,26.6,20.71,2
2007-09-25,25.78,19.51,2.8
2007-09-26,26.92,19.36,0.28
2007-09-27,28.93,19.3,2.83
2007-09-28,28.48,19.36,0.24
2007-09-29,29.62,20.08,4.28
2007-09-30,27.1,20.82,5.09
2007-10-01,26.41,19.57,10.43
2007-10-02,26.77,19.63,0.9600000000000001
2007-10-03,27.66,19.47,0.31
2007-10-04,27.62,19.9,0.9400000000000001
2007-10-05,27.53,19.36,1.24
2007-10-06,27.51,18.93,0.72
2007-10-07,27.02,18.84,0.75
2007-10-08,27.84,19.6,0.88
2007-10-09,28.23,19.64,0.35
2007-10-10,29,19.55,0.27
2007-10-11,29.29,19.97,0.27
2007-10-12,31.48,19.61,0
2007-10-13,30.58,18.95,0.01
2007-10-14,30.6,18.81,0.02
2007-10-15,30.04,18.89,0
2007-10-16,28.83,19.71,0.65
2007-10-17,28.37,19.67,3.4
2007-10-18,28.85,19.65,6.32
2007-10-19,27.68,19.75,10.95
2007-10-20,27.91,19.91,15.86
2007-10-21,27.7,19.74,20.830000000000002
2007-10-22,24.99,19.8,22.08
2007-10-23,23.43,20.11,5.32
2007-10-24,24.49,19.75,3.58
2007-10-25,25.72,19.72,1.27
2007-10-26,23.1,19.91,10.32
2007-10-27,25.93,19.97,9.98
2007-10-28,21.59,18.15,10.03
2007-10-29,23.13,18.65,10.04
2007-10-30,25.91,19.1,1.31
2007-10-31,27.05,20.58,0.03
2007-11-01,26.06,19.71,8.14
2007-11-02,28.1,19.48,4.86
2007-11-03,27.49,20.71,2.9899999999999998
2007-11-04,24.12,20.58,5.57
2007-11-05,28.55,21.25,4.12
2007-11-06,29.63,20.12,2.79
2007-11-07,28.86,17.3,0.43
2007-11-08,28.44,16.89,0.16
2007-11-09,28.09,18.3,0
2007-11-10,27.85,16.61,0
2007-11-11,27.84,16.2,0
2007-11-12,27.74,16.2,0
2007-11-13,27.57,13.44,0
2007-11-14,26.87,13.2,0
2007-11-15,27.12,13.57,0
2007-11-16,27.03,13.29,0
2007-11-17,26.09,13.12,0
2007-11-18,25.6,14.02,0
2007-11-19,25.88,18.74,3.0700000000000003
2007-11-20,25.53,18.2,3.17
2007-11-21,26.74,18.23,0.68
2007-11-22,27.05,17.01,0.06
2007-11-23,26.73,13.53,0
2007-11-24,26.56,11.51,0
2007-11-25,25.96,11.53,0
2007-11-26,27.69,12.39,0.24
2007-11-27,27.65,17.92,0.02
2007-11-28,26.84,18.31,0.48
2007-11-29,26.48,18.32,0.04
2007-11-30,26.73,17.04,0
2007-12-01,26.05,15.89,0
2007-12-02,25.53,16.56,0.09
2007-12-03,24.58,17.56,0.35
2007-12-04,25.26,16.64,0
2007-12-05,22.24,16.98,0.54
2007-12-06,23.55,17.38,0.96
2007-12-07,23.34,17.32,0.8300000000000001
2007-12-08,27.3,17.06,0
2007-12-09,27.35,17.93,0.18
2007-12-10,26.75,16.54,0.01
2007-12-11,26.62,16.54,0
2007-12-12,26.68,17.64,0
2007-12-13,25.6,17.72,0.19999999999999998
2007-12-14,22.62,17.86,0.75
2007-12-15,25.24,17.54,0
2007-12-16,26.96,16.84,0
2007-12-17,27.09,17.39,0
2007-12-18,20.69,17.55,14.38
2007-12-19,20.4,17.82,17.85
2007-12-20,24.02,19.34,2.99
2007-12-21,26.88,17.5,0.43
2007-12-22,27.28,15.54,0
2007-12-23,27.36,13.33,0
2007-12-24,28.15,11.83,0
2007-12-25,28.2,11.9,0
2007-12-26,28.06,13.86,0
2007-12-27,28.16,14.76,0
2007-12-28,28.22,15.89,0
2007-12-29,28.93,15.98,0
2007-12-30,28.67,16.82,0
2007-12-31,27.62,16.79,0
2008-01-01,28.09,15.08,0.01
2008-01-02,27.61,13.69,0
2008-01-03,27.22,13.81,0
2008-01-04,27.29,14.33,0.3
2008-01-05,26.36,14.11,0.32
2008-01-06,26.75,14.09,0
2008-01-07,26.55,14.19,0
2008-01-08,26.89,14.35,0
2008-01-09,28.04,14.56,0
2008-01-10,29.1,14.21,0
2008-01-11,29.1,14.11,0
2008-01-12,28.92,14.09,0
2008-01-13,28.9,15.05,0
2008-01-14,28.59,14.99,0
2008-01-15,28.77,14.86,0
2008-01-16,28.95,14.79,0
2008-01-17,28.34,14.57,0
2008-01-18,28.12,14.03,0
2008-01-19,28.45,13.75,0
2008-01-20,29.25,14.23,0
2008-01-21,30.13,14.61,0
2008-01-22,29.39,17.33,0
2008-01-23,29.37,17.08,0
2008-01-24,29.65,18,0
2008-01-25,28.87,18.2,0.11
2008-01-26,28.57,18.16,0.04
2008-01-27,29.13,18.14,0.91
2008-01-28,27.33,18.48,0.24
2008-01-29,28.8,18.76,0.06
2008-01-30,28.81,18.25,0
2008-01-31,29.2,18.46,0
2008-02-01,29.12,18.9,0.2
2008-02-02,29.11,19.66,0.33
2008-02-03,28.18,19.71,0.92
2008-02-04,27.97,19.11,1
2008-02-05,28.25,18.46,0.01
2008-02-06,29.45,17.68,0
2008-02-07,28.77,17.56,0.01
2008-02-08,27.9,20.26,2.14
2008-02-09,28.04,19.84,9.88
2008-02-10,27.76,19.88,16.24
2008-02-11,27.13,20.08,1.48
2008-02-12,26.07,19.98,0.42
2008-02-13,28.03,19.96,0.16
2008-02-14,27.62,19.34,0.45
2008-02-15,26.89,19.51,1.82
2008-02-16,28.81,18.81,0
2008-02-17,29.12,17.08,0
2008-02-18,29.62,16.77,0
2008-02-19,29.53,16.37,0
2008-02-20,30.4,19.45,0
2008-02-21,30.21,18.61,0
2008-02-22,30.19,17.83,0
2008-02-23,30.44,17.16,0
2008-02-24,30.68,16.68,0
2008-02-25,31.49,16.88,0
2008-02-26,30.76,16.9,0
2008-02-27,30.42,16.49,0
2008-02-28,29.59,16.41,0
2008-02-29,30.27,16.92,0
2008-03-01,31.38,17.67,0
2008-03-02,31.53,18.23,0
2008-03-03,30.9,17.48,0
2008-03-04,31.01,17.11,0
2008-03-05,31.6,17.04,0
2008-03-06,31.33,15.9,0
2008-03-07,30.35,15.86,0
2008-03-08,30.76,16.07,0
2008-03-09,31.04,16.11,0
2008-03-10,30.74,17.39,0
2008-03-11,30.14,18.89,0
2008-03-12,27.36,19.14,2.96
2008-03-13,29.27,19.71,6.99
2008-03-14,25.68,20.84,29.72
2008-03-15,28.88,20.06,3.99
2008-03-16,29.89,19.72,0.8
2008-03-17,30.16,19.63,0.43
2008-03-18,30.93,19.7,0
2008-03-19,30.9,19.74,0.01
2008-03-20,29.4,20.45,18.18
2008-03-21,23.66,20.21,13.96
2008-03-22,24.79,20.25,11.39
2008-03-23,25.81,19.99,9.19
2008-03-24,27.91,19.77,5.72
2008-03-25,28.82,19.63,0.44
2008-03-26,29.2,19.65,11.93
2008-03-27,29.71,19.62,1.96
2008-03-28,29.97,20.46,15.58
2008-03-29,30.48,20.01,10.93
2008-03-30,30.85,19.95,16.12
2008-03-31,29.11,20.23,9.18
2008-04-01,29.9,21.41,3.07
2008-04-02,28.97,21.21,1.9000000000000001
2008-04-03,30.29,20.65,3.73
2008-04-04,28.96,20.06,3.78
2008-04-05,29.83,20.53,0.36000000000000004
2008-04-06,29.81,20.05,0
2008-04-07,30.26,20.09,0
2008-04-08,31.16,20.19,0
2008-04-09,31.38,19.07,0
2008-04-10,31.41,19.01,0
2008-04-11,32.08,19.07,0
2008-04-12,32.64,19.2,0
2008-04-13,33.37,20.14,0
2008-04-14,33.76,20.01,0
2008-04-15,34.09,21.62,0
2008-04-16,33.75,22.4,0.04
2008-04-17,34.4,21.86,0
2008-04-18,33.86,21.77,0
2008-04-19,34.17,21.54,0
2008-04-20,34.66,22.45,0
2008-04-21,35.97,21.58,0
2008-04-22,34.6,22.56,0
2008-04-23,33.22,22.45,0
2008-04-24,33.83,21.49,0
2008-04-25,33.91,21.09,0
2008-04-26,34.37,22.23,0
2008-04-27,34.04,22.13,0
2008-04-28,32.2,22.16,10.86
2008-04-29,32.51,21.81,2.62
2008-04-30,33.97,21.83,0.08
2008-05-01,33.18,22.23,1.9000000000000001
2008-05-02,33.86,22,0.31
2008-05-03,33.94,21.33,0.01
2008-05-04,34.15,20.84,0
2008-05-05,34.15,20.51,0
2008-05-06,32.3,21.36,0
2008-05-07,33.8,21.54,2.27
2008-05-08,32.13,21.36,2.98
2008-05-09,32.76,21.25,2.39
2008-05-10,34.02,21.7,1.79
2008-05-11,32.72,21.27,1.17
2008-05-12,32.96,21.05,0.01
2008-05-13,34.33,20.77,0
2008-05-14,33.48,21.12,0
2008-05-15,33.84,21.42,0.16
2008-05-16,33.92,21.65,0.11
2008-05-17,33.15,21.69,0.17
2008-05-18,33.21,22.35,0.87
2008-05-19,33.65,22.44,1.98
2008-05-20,32.37,22.44,0.42000000000000004
2008-05-21,32.65,20.68,10.77
2008-05-22,31.63,20.87,14.11
2008-05-23,31.9,21.11,20.63
2008-05-24,30.83,21.11,7.06
2008-05-25,30.6,20.38,9.57
2008-05-26,29.77,20.38,11.08
2008-05-27,30.75,20.72,6.01
2008-05-28,29.14,21.12,8.629999999999999
2008-05-29,30.09,21.42,3.11
2008-05-30,29.77,21.07,8.68
2008-05-31,28.49,20.26,11.09
2008-06-01,28.75,20.45,11.28
2008-06-02,29.49,20.78,10.79
2008-06-03,30.3,20.55,2.05
2008-06-04,30.24,20.45,1.53
2008-06-05,30.33,20.53,0.8
2008-06-06,27.48,20.52,2.78
2008-06-07,28.74,20.85,12.31
2008-06-08,26.47,20.6,7.8100000000000005
2008-06-09,25.37,20.77,10.72
2008-06-10,25.65,20.87,2.59
2008-06-11,27.17,21.16,0.86
2008-06-12,24.98,21.05,7.85
2008-06-13,27.05,21.01,1.3800000000000001
2008-06-14,27.37,21.08,0.97
2008-06-15,27.38,20.7,1.29
2008-06-16,28.11,20.85,0.21
2008-06-17,25.83,20.23,0.9400000000000001
2008-06-18,28.36,20.37,0.9400000000000001
2008-06-19,28.11,20.66,9.950000000000001
2008-06-20,29.01,20.88,1.9
2008-06-21,28.63,20.37,0.28
2008-06-22,28.58,19.44,1.8599999999999999
2008-06-23,28.36,19.74,0.18
2008-06-24,27.98,19.98,0.28
2008-06-25,28.44,20.37,1.32
2008-06-26,27.62,20.68,0.56
2008-06-27,28.03,20.7,1.98
2008-06-28,26.35,19.78,6.01
2008-06-29,26.97,19.92,0.77
2008-06-30,27.39,20.72,1.37
2008-07-01,24.9,19.31,2.27
2008-07-02,28.35,19.42,0.11
2008-07-03,28.11,20.38,0.34
2008-07-04,28.87,20.18,0.22
2008-07-05,28.61,20.11,0.3
2008-07-06,27.92,20.37,5.1499999999999995
2008-07-07,28.5,20.58,0.76
2008-07-08,27.34,20.75,0.53
2008-07-09,26.48,20.72,1.09
2008-07-10,27.38,20.35,0.21
2008-07-11,28.96,19.76,0.37
2008-07-12,29.23,19.87,0.29000000000000004
2008-07-13,30.48,19.62,0.26
2008-07-14,30.71,20.4,8.21
2008-07-15,29.24,20.51,8.99
2008-07-16,29.02,20.71,3.35
2008-07-17,28.4,20.71,2.41
2008-07-18,29.09,20.71,2.8400000000000003
2008-07-19,27.56,20.52,9.53
2008-07-20,28.49,20.21,6.17
2008-07-21,28.64,19.83,5.41
2008-07-22,28.77,19.86,8.21
2008-07-23,29.56,20.95,3.95
2008-07-24,27.55,20.08,9.89
2008-07-25,24.66,19.93,8.19
2008-07-26,26.91,20.18,1.2
2008-07-27,23.29,19.61,17.16
2008-07-28,25.94,19.72,12.82
2008-07-29,24.54,20.43,7.62
2008-07-30,26.2,20.83,2.4
2008-07-31,27.5,21.07,0.66
2008-08-01,28.47,20.82,3.92
2008-08-02,26.73,21.12,0.8300000000000001
2008-08-03,26.41,20.64,3.76
2008-08-04,26.07,20.65,0.54
2008-08-05,26.9,20.68,0.23
2008-08-06,28.03,20.6,1.07
2008-08-07,28.4,20.63,1.04
2008-08-08,25.5,20.84,6.82
2008-08-09,25.06,20.01,2.1
2008-08-10,23.08,19.52,13.49
2008-08-11,23.47,20.07,12.95
2008-08-12,26.5,20.19,14.2
2008-08-13,25.49,20.44,6.15
2008-08-14,25.33,19.21,6.24
2008-08-15,23.65,19.22,1.36
2008-08-16,26.48,19.36,1.4000000000000001
2008-08-17,25.89,19.84,9.86
2008-08-18,27.02,19.65,1.66
2008-08-19,26.25,19.87,0.73
2008-08-20,26.63,19.83,1.19
2008-08-21,27.14,19.17,0.65
2008-08-22,27.49,19.27,0.39999999999999997
2008-08-23,27.54,19.47,0.11
2008-08-24,27.97,19.54,0.39
2008-08-25,29.01,19.79,5.74
2008-08-26,27.67,19.89,16.66
2008-08-27,28.96,20.27,13.63
2008-08-28,28.12,20.91,3.5100000000000002
2008-08-29,28.69,20.41,10.73
2008-08-30,29.52,21.29,12.92
2008-08-31,28.05,20.4,18.849999999999998
2008-09-01,27.79,20.47,9.09
2008-09-02,28.44,20.61,5.95
2008-09-03,28.04,20.82,6.16
2008-09-04,29.52,20.99,8.43
2008-09-05,29.23,20.94,5.64
2008-09-06,27.67,20.94,1.15
2008-09-07,25.82,20.1,5.609999999999999
2008-09-08,25.43,19.54,10.33
2008-09-09,25.79,19.39,9.83
2008-09-10,26.27,19.8,3.18
2008-09-11,26.31,19.13,0.14
2008-09-12,26.06,19.65,0.15
2008-09-13,27.54,19.41,0.28
2008-09-14,27.3,18.77,6.77
2008-09-15,26.52,18.78,0.08
2008-09-16,26.4,19.77,0.64
2008-09-17,27.48,19.63,0.28
2008-09-18,27.29,18.58,0.1
2008-09-19,26.53,18.57,1.9
2008-09-20,25.99,19.48,6.55
2008-09-21,27.59,19.51,0.1
2008-09-22,28.33,19.05,0.06
2008-09-23,27.79,18.76,0.34
2008-09-24,27.06,19.68,1
2008-09-25,28.7,19.4,0.06999999999999999
2008-09-26,27.69,18.35,0.06
2008-09-27,28.72,18.12,0
2008-09-28,27.79,18.2,0
2008-09-29,28.01,18.88,0
2008-09-30,28.01,19.64,0.61
2008-10-01,28.05,19.77,0.85
2008-10-02,28.35,19.76,1.6300000000000001
2008-10-03,28.22,20.58,3.07
2008-10-04,27.56,20.17,4.29
2008-10-05,27.47,20.06,10.43
2008-10-06,28.05,19.79,6.12
2008-10-07,27.79,19.76,9.52
2008-10-08,27.73,19.93,4.73
2008-10-09,28.82,19.98,8.6
2008-10-10,28.74,20.17,0.77
2008-10-11,28.62,19.6,4.13
2008-10-12,26.05,19.36,3.8600000000000003
2008-10-13,25.74,19.66,1.8
2008-10-14,26.04,20.31,7.92
2008-10-15,26.25,19.86,4.5
2008-10-16,25.78,20.44,2.41
2008-10-17,26.76,20.75,5
2008-10-18,26.96,20.7,4.93
2008-10-19,27.05,19.79,6.2700000000000005
2008-10-20,26.9,19.68,4.93
2008-10-21,24.56,20.83,6.82
2008-10-22,24.62,20.43,16.62
2008-10-23,26.34,20.48,11.77
2008-10-24,25.83,20.11,6.86
2008-10-25,25.22,19.85,5.72
2008-10-26,24.23,15.8,1.8
2008-10-27,27.72,15.38,0
2008-10-28,27.4,14.77,0
2008-10-29,27.01,14.96,0
2008-10-30,27.52,15.37,0
2008-10-31,27.75,14.61,0
2008-11-01,27.34,14.43,0
2008-11-02,27.34,14.22,0
2008-11-03,27.46,14.4,0
2008-11-04,27.22,14.39,0
2008-11-05,27.13,14.78,0
2008-11-06,26.88,15.18,0
2008-11-07,26.83,16.09,0
2008-11-08,27,16.21,0
2008-11-09,27.41,16.26,0
2008-11-10,26.74,18.22,0.78
2008-11-11,26.98,17.15,0
2008-11-12,26.23,15.48,0
2008-11-13,25.98,15.95,0
2008-11-14,25.45,15.96,0
2008-11-15,26.4,17.03,0.11
2008-11-16,24.71,19.26,6.68
2008-11-17,27.04,19.58,0.52
2008-11-18,27.72,19.93,1.24
2008-11-19,27.43,19.51,0.05
2008-11-20,27.24,19.29,1.06
2008-11-21,27.74,18.82,0.02
2008-11-22,24.06,19,19.64
2008-11-23,24.53,19.49,4.46
2008-11-24,25.76,18.83,1.3800000000000001
2008-11-25,25.08,18.36,0.14
2008-11-26,22.21,18.3,5.3
2008-11-27,19.28,17.6,29.23
2008-11-28,21.71,18.9,16.06
2008-11-29,25.17,20.15,12.17
2008-11-30,25.92,19.95,1.55
2008-12-01,27.02,19.85,1.23
2008-12-02,26.59,19.33,0.97
2008-12-03,26.81,16.21,0
2008-12-04,26.76,16.05,0
2008-12-05,25.87,16.88,0
2008-12-06,25.49,16.55,0
2008-12-07,26.02,16.78,0
2008-12-08,25.13,16.75,0.33
2008-12-09,24.69,19.46,0.24000000000000002
2008-12-10,26.28,19.05,0.9700000000000001
2008-12-11,27.49,16.71,0
2008-12-12,26.84,17.24,0
2008-12-13,26.37,16.79,0
2008-12-14,25.6,15.19,0
2008-12-15,25.39,15.23,0.02
2008-12-16,25.44,16.08,0
2008-12-17,25.44,16.23,0
2008-12-18,24.99,16.5,0.02
2008-12-19,26.07,15.53,0
2008-12-20,25.97,15.56,0
2008-12-21,26.99,14.08,0
2008-12-22,27.06,14.13,0
2008-12-23,26.16,14.37,0
2008-12-24,26.82,15.12,0
2008-12-25,27.07,16.88,0
2008-12-26,26.29,14.9,0.01
2008-12-27,27.46,13.33,0
2008-12-28,26.88,13.29,0
2008-12-29,26.54,13.28,0
2008-12-30,25.94,13.09,0
2008-12-31,26.31,13.59,0
2009-01-01,27.15,13.52,0
2009-01-02,26.55,16.1,0
2009-01-03,26.29,15.04,0
2009-01-04,26.08,14.87,0
2009-01-05,25.87,14.31,0
2009-01-06,26.4,14.38,0
2009-01-07,26.73,15.24,0.01
2009-01-08,25.54,17.5,1.28
2009-01-09,26.87,16.66,0
2009-01-10,26.73,16.3,0
2009-01-11,26.36,16.61,0
2009-01-12,26.73,14.32,0
2009-01-13,25.03,14.63,0
2009-01-14,24.87,14.94,0.03
2009-01-15,26.49,15.84,0
2009-01-16,26.74,13.5,0.02
2009-01-17,26.75,12.88,0
2009-01-18,25.8,12.68,0
2009-01-19,27.04,12.98,0
2009-01-20,26.91,12.85,0
2009-01-21,27.55,12.64,0
2009-01-22,28.26,14.07,0
2009-01-23,28.67,13.71,0
2009-01-24,29.92,13.67,0
2009-01-25,29.1,13.54,0
2009-01-26,29.53,14.38,0
2009-01-27,29.96,17.19,0
2009-01-28,30.63,18.01,0
